"","Date","AAPL.Adjusted","MSFT.Adjusted"
"2018-04-23",2018-04-23,161.523514,93.111412
"2018-04-24",2018-04-24,159.275253,90.933769
"2018-04-25",2018-04-25,159.969269,90.142799
"2018-04-26",2018-04-26,160.526474,92.047012
"2018-04-27",2018-04-27,158.669205,93.570381
"2018-04-30",2018-04-30,161.543045,91.324371
"2018-05-01",2018-05-01,165.296692,92.76963
"2018-05-02",2018-05-02,172.598679,91.314621
"2018-05-03",2018-05-03,172.911484,91.861473
"2018-05-04",2018-05-04,179.695419,92.925873
"2018-05-07",2018-05-07,180.995468,93.960991
"2018-05-08",2018-05-08,181.865463,93.560616
"2018-05-09",2018-05-09,183.145996,94.664101
"2018-05-10",2018-05-10,185.765717,95.611313
"2018-05-11",2018-05-11,185.059204,95.40625
"2018-05-14",2018-05-14,184.627441,95.728493
"2018-05-15",2018-05-15,182.949463,95.035164
"2018-05-16",2018-05-16,184.65686,95.28035
"2018-05-17",2018-05-17,183.489166,94.329018
"2018-05-18",2018-05-18,182.821884,94.505569
"2018-05-21",2018-05-21,184.117172,95.721695
"2018-05-22",2018-05-22,183.655975,95.623627
"2018-05-23",2018-05-23,184.833527,96.761292
"2018-05-24",2018-05-24,184.627441,96.41803
"2018-05-25",2018-05-25,185.049393,96.467072
"2018-05-29",2018-05-29,184.382111,96.123802
"2018-05-30",2018-05-30,183.989609,97.045715
"2018-05-31",2018-05-31,183.371399,96.937828
"2018-06-01",2018-06-01,186.678314,98.850311
"2018-06-04",2018-06-04,188.238571,99.713371
"2018-06-05",2018-06-05,189.690826,100.223366
"2018-06-06",2018-06-06,190.348297,100.517586
"2018-06-07",2018-06-07,189.838028,98.938568
"2018-06-08",2018-06-08,188.110962,99.674141
"2018-06-11",2018-06-11,187.64978,99.105301
"2018-06-12",2018-06-12,188.680099,99.360298
"2018-06-13",2018-06-13,187.129684,98.909149
"2018-06-14",2018-06-14,187.227844,99.468178
"2018-06-15",2018-06-15,185.304504,98.203003
"2018-06-18",2018-06-18,185.20639,98.918961
"2018-06-19",2018-06-19,182.213486,98.918961
"2018-06-20",2018-06-20,183.008331,99.909523
"2018-06-21",2018-06-21,181.987808,99.193573
"2018-06-22",2018-06-22,181.457901,98.477631
"2018-06-25",2018-06-25,178.759384,96.49649
"2018-06-26",2018-06-26,180.977097,97.173225
"2018-06-27",2018-06-27,180.712158,95.662849
"2018-06-28",2018-06-28,182.027039,96.731873
"2018-06-29",2018-06-29,181.644363,96.712257
"2018-07-02",2018-07-02,183.675583,98.085312
"2018-07-03",2018-07-03,180.476639,97.143799
"2018-07-05",2018-07-05,181.928925,97.840126
"2018-07-06",2018-07-06,184.45079,99.213196
"2018-07-09",2018-07-09,187.011948,99.8899
"2018-07-10",2018-07-10,186.786255,100.154709
"2018-07-11",2018-07-11,184.362503,100.01741
"2018-07-12",2018-07-12,187.453506,102.184883
"2018-07-13",2018-07-13,187.747894,103.401009
"2018-07-16",2018-07-16,187.33577,102.891022
"2018-07-17",2018-07-17,187.865646,103.910988
"2018-07-18",2018-07-18,186.835327,103.096977
"2018-07-19",2018-07-19,188.287613,102.390823
"2018-07-20",2018-07-20,187.855835,104.224838
"2018-07-23",2018-07-23,188.022659,105.892128
"2018-07-24",2018-07-24,189.386642,105.588097
"2018-07-25",2018-07-25,191.172577,108.697083
"2018-07-26",2018-07-26,190.57399,107.510376
"2018-07-27",2018-07-27,187.404449,105.607712
"2018-07-30",2018-07-30,186.354477,103.342163
"2018-07-31",2018-07-31,186.727371,104.038513
"2018-08-01",2018-08-01,197.727493,104.23465
"2018-08-02",2018-08-02,203.507217,105.499832
"2018-08-03",2018-08-03,204.095993,105.960777
"2018-08-06",2018-08-06,205.155792,106.049042
"2018-08-07",2018-08-07,203.232483,106.784607
"2018-08-08",2018-08-08,203.369858,107.382874
"2018-08-09",2018-08-09,204.96933,107.559402
"2018-08-10",2018-08-10,204.35881,106.902306
"2018-08-13",2018-08-13,205.678345,106.127502
"2018-08-14",2018-08-14,206.544891,107.45153
"2018-08-15",2018-08-15,207.02742,105.994431
"2018-08-16",2018-08-16,210.060333,105.974731
"2018-08-17",2018-08-17,214.255234,105.915665
"2018-08-20",2018-08-20,212.167633,105.216652
"2018-08-21",2018-08-21,211.754028,104.340416
"2018-08-22",2018-08-22,211.763901,105.403702
"2018-08-23",2018-08-23,212.197189,105.895966
"2018-08-24",2018-08-24,212.856949,106.722969
"2018-08-27",2018-08-27,214.609741,107.904411
"2018-08-28",2018-08-28,216.34285,108.554207
"2018-08-29",2018-08-29,219.572723,110.286972
"2018-08-30",2018-08-30,221.591385,110.218056
"2018-08-31",2018-08-31,224.151657,110.592186
"2018-09-04",2018-09-04,224.870499,109.981766
"2018-09-05",2018-09-05,223.403275,106.811584
"2018-09-06",2018-09-06,219.690903,107.057709
"2018-09-07",2018-09-07,217.918411,106.535919
"2018-09-10",2018-09-10,214.993759,107.687813
"2018-09-11",2018-09-11,220.429443,109.519043
"2018-09-12",2018-09-12,217.691925,109.981766
"2018-09-13",2018-09-13,222.950317,111.163208
"2018-09-14",2018-09-14,220.419571,111.616089
"2018-09-17",2018-09-17,214.550659,110.405121
"2018-09-18",2018-09-18,214.905167,111.458572
"2018-09-19",2018-09-19,215.033142,109.971924
"2018-09-20",2018-09-20,216.667816,111.812996
"2018-09-21",2018-09-21,214.33403,112.492317
"2018-09-24",2018-09-24,217.416183,112.895973
"2018-09-25",2018-09-25,218.7948,112.679375
"2018-09-26",2018-09-26,217.051849,112.21666
"2018-09-27",2018-09-27,221.512604,112.639999
"2018-09-28",2018-09-28,222.290543,112.600616
"2018-10-01",2018-10-01,223.787323,113.821434
"2018-10-02",2018-10-02,225.776459,113.368553
"2018-10-03",2018-10-03,228.523819,113.388237
"2018-10-04",2018-10-04,224.50618,111.045067
"2018-10-05",2018-10-05,220.862717,110.395264
"2018-10-08",2018-10-08,220.350662,109.135078
"2018-10-09",2018-10-09,223.403275,110.523254
"2018-10-10",2018-10-10,213.053894,104.517632
"2018-10-11",2018-10-11,211.173065,104.271507
"2018-10-12",2018-10-12,218.716034,107.87487
"2018-10-15",2018-10-15,214.038605,105.935349
"2018-10-16",2018-10-16,218.755417,109.282745
"2018-10-17",2018-10-17,217.810089,108.997238
"2018-10-18",2018-10-18,212.719086,106.821426
"2018-10-19",2018-10-19,215.958801,106.978958
"2018-10-22",2018-10-22,217.27832,107.933945
"2018-10-23",2018-10-23,219.326538,106.427612
"2018-10-24",2018-10-24,211.803284,100.737038
"2018-10-25",2018-10-25,216.44133,106.624535
"2018-10-26",2018-10-26,212.994797,105.30526
"2018-10-29",2018-10-29,208.996857,102.24337
"2018-10-30",2018-10-30,210.040649,102.125237
"2018-10-31",2018-10-31,215.515686,105.157578
"2018-11-01",2018-11-01,218.824341,104.281342
"2018-11-02",2018-11-02,204.30957,104.517632
"2018-11-05",2018-11-05,198.509583,105.846748
"2018-11-06",2018-11-06,200.656265,106.053505
"2018-11-07",2018-11-07,206.741821,110.227905
"2018-11-08",2018-11-08,206.020493,110.021149
"2018-11-09",2018-11-09,202.048096,107.87487
"2018-11-12",2018-11-12,191.870087,105.216652
"2018-11-13",2018-11-13,189.953079,105.285568
"2018-11-14",2018-11-14,184.587402,103.792503
"2018-11-15",2018-11-15,189.142792,106.076599
"2018-11-16",2018-11-16,191.237686,107.075256
"2018-11-19",2018-11-19,183.658539,103.446434
"2018-11-20",2018-11-20,174.883713,100.569077
"2018-11-21",2018-11-21,174.686081,101.953369
"2018-11-23",2018-11-23,170.249252,101.913811
"2018-11-26",2018-11-26,172.551666,105.275681
"2018-11-27",2018-11-27,172.176163,105.938156
"2018-11-28",2018-11-28,178.796799,109.87352
"2018-11-29",2018-11-29,177.423264,108.953957
"2018-11-30",2018-11-30,176.464767,109.646095
"2018-12-03",2018-12-03,182.630859,110.832626
"2018-12-04",2018-12-04,174.597153,107.302681
"2018-12-06",2018-12-06,172.650482,107.965172
"2018-12-07",2018-12-07,166.494278,103.644188
"2018-12-10",2018-12-10,167.591125,106.38311
"2018-12-11",2018-12-11,166.632614,107.371895
"2018-12-12",2018-12-12,167.097046,107.8564
"2018-12-13",2018-12-13,168.925125,108.222252
"2018-12-14",2018-12-14,163.519913,104.840607
"2018-12-17",2018-12-17,161.998169,101.735832
"2018-12-18",2018-12-18,164.102936,102.803719
"2018-12-19",2018-12-19,158.984299,102.526863
"2018-12-20",2018-12-20,154.972397,100.371323
"2018-12-21",2018-12-21,148.944626,97.128105
"2018-12-24",2018-12-24,145.090836,93.074097
"2018-12-26",2018-12-26,155.30835,99.431976
"2018-12-27",2018-12-27,154.300446,100.045013
"2018-12-28",2018-12-28,154.379486,99.263878
"2018-12-31",2018-12-31,155.871613,100.430641
"2019-01-02",2019-01-02,156.049484,99.985695
"2019-01-03",2019-01-03,140.505798,96.307419
"2019-01-04",2019-01-04,146.503891,100.786606
"2019-01-07",2019-01-07,146.177811,100.915146
"2019-01-08",2019-01-08,148.964386,101.646843
"2019-01-09",2019-01-09,151.494064,103.100357
"2019-01-10",2019-01-10,151.978271,102.437866
"2019-01-11",2019-01-11,150.48616,101.646843
"2019-01-14",2019-01-14,148.223282,100.905266
"2019-01-15",2019-01-15,151.256927,103.832062
"2019-01-16",2019-01-16,153.104782,104.197899
"2019-01-17",2019-01-17,154.013885,104.929604
"2019-01-18",2019-01-18,154.962494,106.501762
"2019-01-22",2019-01-22,151.484207,104.494537
"2019-01-23",2019-01-23,152.096848,105.512978
"2019-01-24",2019-01-24,150.891296,105.008705
"2019-01-25",2019-01-25,155.891357,105.967827
"2019-01-28",2019-01-28,154.448654,103.901276
"2019-01-29",2019-01-29,152.847839,101.785278
"2019-01-30",2019-01-30,163.292648,105.186691
"2019-01-31",2019-01-31,164.468567,103.25856
"2019-02-01",2019-02-01,164.547607,101.627075
"2019-02-04",2019-02-04,169.221588,104.553864
"2019-02-05",2019-02-05,172.116867,106.017273
"2019-02-06",2019-02-06,172.176163,104.840607
"2019-02-07",2019-02-07,168.915268,104.089134
"2019-02-08",2019-02-08,169.113724,104.48465
"2019-02-11",2019-02-11,168.141174,104.069366
"2019-02-12",2019-02-12,169.590073,105.690964
"2019-02-13",2019-02-13,168.885468,105.611862
"2019-02-14",2019-02-14,169.500778,105.700859
"2019-02-15",2019-02-15,169.123657,107.00605
"2019-02-19",2019-02-19,169.629761,106.956604
"2019-02-20",2019-02-20,170.721405,106.400528
"2019-02-21",2019-02-21,169.758789,108.644722
"2019-02-22",2019-02-22,171.654251,110.193802
"2019-02-25",2019-02-25,172.904678,110.809464
"2019-02-26",2019-02-26,173.003922,111.574081
"2019-02-27",2019-02-27,173.539795,111.385406
"2019-02-28",2019-02-28,171.832886,111.246384
"2019-03-01",2019-03-01,173.639038,111.742897
"2019-03-04",2019-03-04,174.51236,111.474785
"2019-03-05",2019-03-05,174.194778,110.918694
"2019-03-06",2019-03-06,173.192474,110.968346
"2019-03-07",2019-03-07,171.187836,109.617867
"2019-03-08",2019-03-08,171.594711,109.737022
"2019-03-11",2019-03-11,177.539139,112.040794
"2019-03-12",2019-03-12,179.533875,112.825272
"2019-03-13",2019-03-13,180.327774,113.699112
"2019-03-14",2019-03-14,182.332397,113.788483
"2019-03-15",2019-03-15,184.704224,115.099251
"2019-03-18",2019-03-18,186.589783,116.747635
"2019-03-19",2019-03-19,185.111115,116.82708
"2019-03-20",2019-03-20,186.728714,116.697983
"2019-03-21",2019-03-21,193.605988,119.379105
"2019-03-22",2019-03-22,189.596725,116.231277
"2019-03-25",2019-03-25,187.304291,116.837013
"2019-03-26",2019-03-26,185.369125,117.085266
"2019-03-27",2019-03-27,187.036346,115.953232
"2019-03-28",2019-03-28,187.284439,116.112122
"2019-03-29",2019-03-29,188.505081,117.115051
"2019-04-01",2019-04-01,189.785278,118.187492
"2019-04-02",2019-04-02,192.544144,118.356308
"2019-04-03",2019-04-03,193.864029,119.130852
"2019-04-04",2019-04-04,194.201431,118.525124
"2019-04-05",2019-04-05,195.501465,119.051414
"2019-04-08",2019-04-08,198.577881,119.091133
"2019-04-09",2019-04-09,197.982452,118.445679
"2019-04-10",2019-04-10,199.093918,119.349312
"2019-04-11",2019-04-11,197.43663,119.488342
"2019-04-12",2019-04-12,197.357239,120.103996
"2019-04-15",2019-04-15,197.714493,120.2033
"2019-04-16",2019-04-16,197.734344,119.925255
"2019-04-17",2019-04-17,201.584839,120.918259
"2019-04-18",2019-04-18,202.309296,122.507072
"2019-04-22",2019-04-22,202.974197,122.894341
"2019-04-23",2019-04-23,205.901749,124.562599
"2019-04-24",2019-04-24,205.584183,124.135605
"2019-04-25",2019-04-25,203.718491,128.246643
"2019-04-26",2019-04-26,202.745941,128.981461
"2019-04-29",2019-04-29,203.053589,128.862305
"2019-04-30",2019-04-30,199.143539,129.686493
"2019-05-01",2019-05-01,208.918625,126.985519
"2019-05-02",2019-05-02,207.559052,125.327209
"2019-05-03",2019-05-03,210.139267,127.998383
"2019-05-06",2019-05-06,206.894135,127.253632
"2019-05-07",2019-05-07,201.316895,124.642029
"2019-05-08",2019-05-08,201.356583,124.632103
"2019-05-09",2019-05-09,199.193176,124.622177
"2019-05-10",2019-05-10,196.433655,126.240768
"2019-05-13",2019-05-13,185.017044,122.487213
"2019-05-14",2019-05-14,187.945908,123.857559
"2019-05-15",2019-05-15,190.197357,125.601746
"2019-05-16",2019-05-16,189.360535,128.50209
"2019-05-17",2019-05-17,188.284622,127.644958
"2019-05-20",2019-05-20,182.396988,125.801086
"2019-05-21",2019-05-21,185.893707,126.478836
"2019-05-22",2019-05-22,182.088165,127.246277
"2019-05-23",2019-05-23,178.97998,125.761223
"2019-05-24",2019-05-24,178.292587,125.821022
"2019-05-28",2019-05-28,177.555389,125.741287
"2019-05-29",2019-05-29,176.708603,124.525337
"2019-05-30",2019-05-30,177.625122,125.312714
"2019-05-31",2019-05-31,174.407349,123.269516
"2019-06-03",2019-06-03,172.644043,119.442261
"2019-06-04",2019-06-04,178.960052,122.751244
"2019-06-05",2019-06-05,181.84906,125.412384
"2019-06-06",2019-06-06,184.518936,127.395775
"2019-06-07",2019-06-07,189.430267,130.963882
"2019-06-10",2019-06-10,191.851074,132.159912
"2019-06-11",2019-06-11,194.072632,131.661575
"2019-06-12",2019-06-12,193.454987,131.053604
"2019-06-13",2019-06-13,193.415115,131.880844
"2019-06-14",2019-06-14,192.010468,132.010406
"2019-06-17",2019-06-17,193.156113,132.409088
"2019-06-18",2019-06-18,197.698853,134.711426
"2019-06-19",2019-06-19,197.121048,135.239655
"2019-06-20",2019-06-20,198.705032,136.495468
"2019-06-21",2019-06-21,198.027603,136.515411
"2019-06-24",2019-06-24,197.828369,137.322723
"2019-06-25",2019-06-25,194.829758,132.987152
"2019-06-26",2019-06-26,199.043747,133.485489
"2019-06-27",2019-06-27,198.983978,133.704758
"2019-06-28",2019-06-28,197.170853,133.515411
"2019-07-01",2019-07-01,200.787125,135.229691
"2019-07-02",2019-07-02,201.962646,136.126709
"2019-07-03",2019-07-03,203.636292,137.003784
"2019-07-05",2019-07-05,203.45697,136.605103
"2019-07-08",2019-07-08,199.262909,136.505447
"2019-07-09",2019-07-09,200.478302,136.007111
"2019-07-10",2019-07-10,202.460754,137.392502
"2019-07-11",2019-07-11,200.986359,137.940659
"2019-07-12",2019-07-12,202.530502,138.438995
"2019-07-15",2019-07-15,204.433273,138.438995
"2019-07-16",2019-07-16,203.725952,136.625046
"2019-07-17",2019-07-17,202.580307,135.817734
"2019-07-18",2019-07-18,204.881561,135.967239
"2019-07-19",2019-07-19,201.823181,136.166565
"2019-07-22",2019-07-22,206.435654,137.970551
"2019-07-23",2019-07-23,208.049515,138.827698
"2019-07-24",2019-07-24,207.880173,140.25296
"2019-07-25",2019-07-25,206.23642,139.724731
"2019-07-26",2019-07-26,206.95369,140.870895
"2019-07-29",2019-07-29,208.886337,140.561935
"2019-07-30",2019-07-30,207.989746,139.884201
"2019-07-31",2019-07-31,212.233627,135.817734
"2019-08-01",2019-08-01,207.641068,137.601791
"2019-08-02",2019-08-02,203.247772,136.445633
"2019-08-05",2019-08-05,192.608185,131.77121
"2019-08-06",2019-08-06,196.254333,134.242981
"2019-08-07",2019-08-07,198.286606,134.831024
"2019-08-08",2019-08-08,202.659988,138.429031
"2019-08-09",2019-08-09,200.990005,137.25296
"2019-08-12",2019-08-12,200.479996,135.339325
"2019-08-13",2019-08-13,208.970001,138.139999
"2019-08-14",2019-08-14,202.75,133.979996
"2019-08-15",2019-08-15,201.740005,133.679993
"2019-08-16",2019-08-16,206.5,136.130005
"2019-08-19",2019-08-19,210.350006,138.410004
"2019-08-20",2019-08-20,210.360001,137.259995
"2019-08-21",2019-08-21,212.639999,138.789993
"2019-08-22",2019-08-22,212.460007,137.779999
"2019-08-23",2019-08-23,202.639999,133.389999
"2019-08-26",2019-08-26,206.490005,135.449997
"2019-08-27",2019-08-27,204.160004,135.740005
"2019-08-28",2019-08-28,205.529999,135.559998
